id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,year
7059,Benito Raman,30,1677,10,7.745716633275151,4,3.1257003284990788,55,21,1,0,F M S,Fortuna Duesseldorf,10,7.745716633275151,11.815199591219423,2.009548701345921,Bundesliga,2018
294,Gian-Luca Waldschmidt,30,1705,9,7.428585084155202,1,2.396782763302326,64,23,1,0,F M S,Freiburg,6,5.155256936326623,9.611497400328515,4.248695693910122,Bundesliga,2018
1852,Ante Rebic,28,1995,9,10.508396678604186,4,5.55631522461772,61,34,3,1,F M S,Eintracht Frankfurt,9,10.508396678604186,16.078255721367896,2.844954611733556,Bundesliga,2018
6338,Lucas Alario,27,1240,9,6.610632918775082,3,1.648653388954699,42,15,1,0,F S,Bayer Leverkusen,9,6.610632918775082,9.995475442148743,2.3495345022529364,Bundesliga,2018
6523,Milot Rashica,26,1571,9,6.400966620072722,5,4.246430315077305,59,30,1,0,F M S,Werder Bremen,8,5.643187647685409,10.05634217336774,2.0659022964537144,Bundesliga,2018
26,Salomon Kalou,30,2329,8,10.371442053467035,2,4.993968486785889,47,29,0,0,F M S,Hertha Berlin,5,8.098113153129816,15.156653393059967,3.438527167774737,Bundesliga,2018
335,Leon Goretzka,30,2008,8,7.112090278416872,4,3.493873693048954,55,19,3,0,D M S,Bayern Munich,8,7.112090278416872,20.793496813625097,13.481845952570438,Bundesliga,2018
87,Joelinton,28,2149,7,8.931487414985895,5,5.146287014707923,56,42,5,0,F M S,Hoffenheim,7,8.931487414985895,17.74460858106613,6.656126203015447,Bundesliga,2018
157,Daniel Caligiuri,31,2767,7,6.154281265102327,3,5.252125505357981,50,60,9,0,D M,Schalke 04,3,1.6077000154182317,9.212867179885508,6.125755585730076,Bundesliga,2018
261,Julian Brandt,33,2684,7,8.250307105481625,11,9.460528545081615,65,86,0,0,D F M S,Bayer Leverkusen,7,8.250307105481625,26.180527662858367,12.93990651331842,Bundesliga,2018
422,Mario Götze,26,1694,7,4.838531645014882,7,6.643359361216426,28,41,0,0,F M S,Borussia Dortmund,7,4.838531645014882,17.36269262805581,7.580027289688587,Bundesliga,2018
1275,Robin Quaison,28,2211,7,8.18384890910238,3,1.88888977561146,50,22,1,0,F M S,Mainz 05,7,8.18384890910238,10.860764971002936,3.653213099576533,Bundesliga,2018
2249,James Rodríguez,20,1149,7,5.530224581249058,3,5.46054333075881,36,50,2,0,M S,Bayern Munich,7,5.530224581249058,16.030885197222233,8.327242121100426,Bundesliga,2018
2631,Karim Onisiwo,26,1136,7,4.853994380682707,3,3.4238012190908194,39,21,2,0,F M S,Mainz 05,7,4.853994380682707,9.384746996685864,2.397985400632024,Bundesliga,2018
3887,Mario Gomez,31,2215,7,9.682835781481115,2,2.462566601112485,52,25,3,1,F S,VfB Stuttgart,7,9.682835781481115,12.89136173389852,1.532263915985823,Bundesliga,2018
5266,Vincenzo Grifo,23,1768,7,5.079269813373685,5,3.442116279155016,57,45,1,0,F M S,"Freiburg,Hoffenheim",5,3.563717842102051,9.97123808413744,6.046443050727248,Bundesliga,2018
6492,Reiss Nelson,23,611,7,3.222892178222537,0,0.833613196387887,21,16,0,0,F M S,Hoffenheim,7,3.222892178222537,6.424739407375455,2.4796330854296684,Bundesliga,2018
7060,Rouwen Hennings,29,1830,7,8.42173622827977,4,3.336083534173667,59,28,3,0,F S,Fortuna Duesseldorf,6,7.663959207944572,11.173563294112682,1.6045986944809556,Bundesliga,2018
64,Filip Kostic,34,2965,6,4.307762128300965,10,10.464581477455797,61,46,4,0,D F M S,Eintracht Frankfurt,6,4.307762128300965,16.116032350808382,5.373481004498899,Bundesliga,2018
171,Michael Gregoritsch,32,2499,6,10.701694233343003,2,2.454625306650996,85,28,4,0,F M S,Augsburg,5,9.94392023794353,14.628487627953293,5.329399188049138,Bundesliga,2018
194,Admir Mehmedi,26,1708,6,4.000787291675806,5,4.055429188534617,36,34,1,0,F M S,Wolfsburg,6,4.000787291675806,10.254316424950956,5.427408087998629,Bundesliga,2018
224,Thomas Müller,32,2403,6,10.931040298193691,9,10.700433865189552,64,60,1,0,F M S,Bayern Munich,6,10.931040298193691,26.969426408410072,14.559245770797132,Bundesliga,2018
226,Kingsley Coman,21,1404,6,4.4566447623074055,4,4.450503762811422,31,28,2,0,F M S,Bayern Munich,6,4.4566447623074055,13.87202325463295,6.537648890167475,Bundesliga,2018
329,Franck Ribéry,25,1156,6,3.7647781036794186,3,2.6179945543408394,26,21,3,0,F M S,Bayern Munich,6,3.7647781036794186,12.259531535208223,7.420078875496984,Bundesliga,2018
360,Ádám Szalai,30,1598,6,9.767587874084713,3,3.53630849160254,66,27,3,0,F M S,Hoffenheim,6,9.767587874084713,15.872498951852322,3.521761365234852,Bundesliga,2018
426,Daniel Ginczek,24,1276,6,3.79047660715878,2,1.8157592471688984,35,13,4,0,F S,Wolfsburg,6,3.79047660715878,7.245265224948525,2.911572366952896,Bundesliga,2018
7046,Hendrik Weydandt,28,1713,6,7.402998764067888,1,3.821833522990346,60,27,1,0,F M S,Hannover 96,6,7.402998764067888,11.717004340142012,1.3139902837574482,Bundesliga,2018
122,Claudio Pizarro,26,657,5,2.7120188735425472,2,0.6810031998902559,25,10,1,0,F S,Werder Bremen,5,2.7120188735425472,4.449488956481218,1.5521500129252672,Bundesliga,2018
125,Maximilian Eggestein,34,3055,5,2.161434900015593,4,4.325669872574508,45,45,4,0,M,Werder Bremen,5,2.161434900015593,16.853822311386466,12.670136421918867,Bundesliga,2018
170,Nicolai Müller,21,1122,5,2.584735229611397,0,0.934436502866447,23,14,3,0,F M S,"Eintracht Frankfurt,Hannover 96",5,2.584735229611397,3.39849217236042,0.3526321966201067,Bundesliga,2018
186,Karim Bellarabi,19,1051,5,3.3786794105544686,4,5.568165648728609,43,26,4,1,F M S,Bayer Leverkusen,5,3.3786794105544686,10.652606256306171,2.758352255448699,Bundesliga,2018
254,Steven Zuber,22,1641,5,3.6312314281240106,2,1.928521042689681,48,18,4,0,D F M S,"Hoffenheim,VfB Stuttgart",4,2.8734545232728124,8.093785621225834,4.103203488513827,Bundesliga,2018
320,Jonas Hofmann,27,1911,5,5.607899026013911,5,3.549526199698448,36,34,2,0,F M S,Borussia M.Gladbach,4,4.0923450300469995,13.461802002042532,7.619251074269414,Bundesliga,2018
1669,Marko Grujic,22,1780,5,4.308710882440209,1,1.6590897208079696,46,16,5,0,F M S,Hertha Berlin,5,4.308710882440209,7.942869659513235,3.5841670371592045,Bundesliga,2018
3962,Anastasios Donis,24,952,5,2.9699360486119986,2,1.0992844961583614,30,7,4,0,F M S,VfB Stuttgart,5,2.9699360486119986,4.73550483584404,1.4064681082963943,Bundesliga,2018
5221,Leon Bailey,29,1940,5,5.087040273472667,1,4.092040874063969,56,46,4,0,F M S,Bayer Leverkusen,5,5.087040273472667,11.00975033454597,4.18070700019598,Bundesliga,2018
5356,Breel Embolo,20,1357,5,5.006021460518241,1,2.9739877078682184,26,19,4,0,F M S,Schalke 04,5,5.006021460518241,6.738540759310126,0.7916440889239311,Bundesliga,2018
5358,Lukas Klostermann,26,1995,5,2.034455416724086,1,1.985151007771492,13,20,1,0,D M S,RasenBallsport Leipzig,5,2.034455416724086,7.231758587062359,3.802195897325874,Bundesliga,2018
6045,Davy Klaassen,33,2830,5,3.1953493822366,4,3.54305259231478,33,38,5,0,M,Werder Bremen,5,3.1953493822366,13.430137823335826,7.757604825310409,Bundesliga,2018
6484,Renato Steffen,31,1505,5,2.922868033871054,1,1.8282380048185587,27,14,4,0,D F M S,Wolfsburg,5,2.922868033871054,7.711905083619058,4.074940140359104,Bundesliga,2018
119,Anthony Ujah,22,707,4,4.2924178168177605,0,1.9669224508106709,27,12,2,0,F S,Mainz 05,4,4.2924178168177605,5.395477045327425,1.134032106027007,Bundesliga,2018
267,Philipp Max,30,2581,4,2.465569192543626,2,6.265790403820574,24,62,1,0,D F M,Augsburg,4,2.465569192543626,7.862402795813978,3.304430115967989,Bundesliga,2018
276,Dong-Won Ji,14,898,4,1.5533149801194668,1,0.7215117067098618,22,10,2,0,F M S,Augsburg,4,1.5533149801194668,4.05546173453331,2.020666278898716,Bundesliga,2018
306,Florian Niederlechner,24,979,4,4.557640217244625,1,0.7296587992459536,31,10,3,0,F S,Freiburg,4,4.557640217244625,6.074768953025341,1.1601455751806498,Bundesliga,2018
347,Kaan Ayhan,28,2456,4,3.361454064026475,1,0.6538358107209206,23,6,10,0,D,Fortuna Duesseldorf,4,3.361454064026475,5.59080626629293,5.494704274460673,Bundesliga,2018
392,Arjen Robben,12,567,4,4.038106746971607,0,1.8786193020641804,22,16,0,1,F M S,Bayern Munich,4,4.038106746971607,7.055945906788111,1.996383072808385,Bundesliga,2018
407,Martin Harnik,18,829,4,6.108242196030915,2,1.4193743076175451,28,13,2,0,F M S,Werder Bremen,4,6.108242196030915,7.418506788089871,1.670839998871088,Bundesliga,2018
412,André Hahn,28,2043,4,2.4322961131110787,4,4.400328692048788,37,30,7,0,F M S,Augsburg,4,2.4322961131110787,7.77820950280875,1.5726307816803455,Bundesliga,2018
2662,Christian Pulisic,20,916,4,5.157792281359434,4,2.9689981304109097,27,21,2,0,F M S,Borussia Dortmund,4,5.157792281359434,9.397067956626415,3.262350548058748,Bundesliga,2018
3059,Axel Witsel,33,2873,4,2.878089491277933,1,2.029337003827095,36,16,2,0,M S,Borussia Dortmund,4,2.878089491277933,18.071822000667453,15.288677096366882,Bundesliga,2018
5248,Marcel Sabitzer,30,2351,4,5.327919363044202,3,5.115501245483756,63,36,9,0,F M S,RasenBallsport Leipzig,4,5.327919363044202,16.479355692863464,9.907268483191729,Bundesliga,2018
5249,Emil Forsberg,20,1255,4,4.626822242513299,7,4.633194446563721,30,39,0,0,F M S,RasenBallsport Leipzig,1,2.3534908946603537,10.552838431671262,4.796095197089016,Bundesliga,2018
5251,Rani Khedira,30,2628,4,1.080293427221477,1,0.8155194148421288,14,8,6,0,D M,Augsburg,4,1.080293427221477,5.165721585974097,4.289789630100131,Bundesliga,2018
5257,Willi Orban,24,2050,4,5.502636137418449,0,0.0,27,0,5,0,D S,RasenBallsport Leipzig,4,5.502636137418449,7.319179579615593,6.369210779666901,Bundesliga,2018
5273,Kerem Demirbay,26,2029,4,3.756515891291201,9,9.051430858671663,59,80,6,0,M S,Hoffenheim,4,3.756515891291201,16.878046300262213,12.13541680946946,Bundesliga,2018
5302,Guido Burgstaller,24,1517,4,6.108844194561243,0,1.4019886115565896,45,10,4,0,F S,Schalke 04,4,6.108844194561243,7.330892793834209,1.8513780869543552,Bundesliga,2018
6084,Johannes Eggestein,23,1115,4,4.529729183763266,1,1.666188994422555,34,10,0,0,F M S,Werder Bremen,4,4.529729183763266,8.301525730639696,2.806999197229743,Bundesliga,2018
6147,Denis Zakaria,31,1960,4,4.479145116172731,0,0.6327995909377933,36,15,7,0,M S,Borussia M.Gladbach,4,4.479145116172731,8.623372109606862,4.822235711850226,Bundesliga,2018
6190,Dawid Kownacki,10,574,4,1.7493957951664925,0,0.3665636945515871,12,5,2,0,F M S,Fortuna Duesseldorf,4,1.7493957951664925,2.4639317989349365,0.9893342945724726,Bundesliga,2018
6271,Ihlas Bebou,12,1070,4,4.621489631012082,3,1.8131253868341448,27,17,1,0,D F M,Hannover 96,3,3.863719569519162,6.999684115871787,2.084784284234047,Bundesliga,2018
6357,Marco Richter,25,1434,4,3.430768808349967,6,2.3449832126498222,55,16,4,0,F M S,Augsburg,4,3.430768808349967,8.431046262383461,3.559801877476275,Bundesliga,2018
6475,Lucas Höler,26,1003,4,4.337982368655503,0,0.4694009060040116,26,9,0,0,F M S,Freiburg,4,4.337982368655503,4.671012503094971,0.6539997048676014,Bundesliga,2018
7035,Hanno Behrens,30,2648,4,7.997862072661519,1,1.8686366463080049,39,21,3,0,F M,Nuernberg,2,4.96683512814343,8.53068558126688,3.7611292069777846,Bundesliga,2018
7038,Mikael Ishak,29,1915,4,4.596928685903549,3,2.170246715657413,39,21,1,0,F S,Nuernberg,4,3.8391517102718353,6.820230571553111,2.484745578840375,Bundesliga,2018
7107,Jean-Paul Boëtius,30,2133,4,2.64057550765574,7,4.636646362021565,47,31,8,0,F M S,Mainz 05,4,2.64057550765574,12.327529922127724,5.505719335749745,Bundesliga,2018
22,John Brooks,29,2610,3,2.706001562997699,2,0.6837847027927637,19,4,7,0,D,Wolfsburg,3,2.706001562997699,7.92836644500494,6.470938175916672,Bundesliga,2018
38,Daniel Brosinski,26,2208,3,2.924734404310584,5,4.075514659285545,18,42,2,0,D M,Mainz 05,0,0.6516466978937387,6.273696680087596,3.915664702653885,Bundesliga,2018
74,Pavel Kaderábek,29,2508,3,4.778287062421441,4,6.744109848514199,28,42,7,0,D M S,Hoffenheim,3,4.778287062421441,19.119054920971394,11.388401059433818,Bundesliga,2018
81,Jonathan Schmid,28,2520,3,0.6547582857310772,7,3.518071954138577,17,44,1,0,D M,Augsburg,3,0.6547582857310772,7.589781235903501,6.228099811822176,Bundesliga,2018
82,Nadiem Amiri,13,767,3,2.233745090663433,1,1.395916685461998,18,16,1,0,M S,Hoffenheim,3,2.233745090663433,9.403052106499672,6.191677249968052,Bundesliga,2018
98,Kenan Karaman,21,909,3,4.065125674009323,1,1.905424851924181,21,13,0,0,F M S,Fortuna Duesseldorf,3,4.065125674009323,7.140825178474188,2.803119771182537,Bundesliga,2018
110,Theodor Gebre Selassie,32,2814,3,4.1264341454952955,2,1.776650283485651,28,21,2,0,D M,Werder Bremen,3,4.1264341454952955,12.44146240875125,8.898024854250252,Bundesliga,2018
135,Yuya Osako,21,1354,3,2.997259831055999,2,1.9703973736613989,27,16,2,0,F M S,Werder Bremen,3,2.997259831055999,6.685528703033924,2.48740460537374,Bundesliga,2018
161,Robin Knoche,31,2790,3,2.644059496000409,0,0.1380004025995731,14,2,0,0,D,Wolfsburg,3,2.644059496000409,6.519246816635132,6.519246816635132,Bundesliga,2018
183,Jonathan Tah,33,2942,3,2.2596553694456816,1,0.775295915082097,12,6,3,0,D,Bayer Leverkusen,3,2.2596553694456816,10.879788652062416,10.324721351265907,Bundesliga,2018
208,Lars Stindl,21,1520,3,2.294995223172009,1,2.831706278026104,34,22,3,0,F M S,Borussia M.Gladbach,3,2.294995223172009,9.292970590293407,5.533264255151153,Bundesliga,2018
225,Javi Martínez,21,1316,3,1.6675549894571304,0,0.2761608008295297,18,7,3,0,M S,Bayern Munich,3,1.6675549894571304,6.2187392339110374,5.880643617361784,Bundesliga,2018
391,David Alaba,31,2533,3,2.959610910154879,3,5.000427596271038,47,29,4,0,D S,Bayern Munich,3,2.959610910154879,21.89020613580942,16.717470221221447,Bundesliga,2018
420,Patrick Herrmann,24,1059,3,1.5560207217931747,2,2.8476832937449217,19,25,1,0,F M S,Borussia M.Gladbach,3,1.5560207217931747,4.6815762128680944,1.341979400254786,Bundesliga,2018
914,Nabil Bentaleb,25,1796,3,3.3045122222974896,0,1.3725776164792478,21,18,4,0,M S,Schalke 04,0,1.031181742437184,4.530067561194301,3.406541397795081,Bundesliga,2018
1350,Jonathan de Guzmán,28,1558,3,3.19490241445601,6,4.829771568998694,22,37,4,0,M S,Eintracht Frankfurt,3,3.19490241445601,8.68140040524304,3.868486911058426,Bundesliga,2018
2480,Jonathas,10,609,3,2.48880307469517,1,0.0973647013306617,13,1,2,1,F S,Hannover 96,2,1.731026099063456,2.067060482688248,0.2737839948385954,Bundesliga,2018
2668,Martin Hinteregger,32,2722,3,2.019313012249768,0,0.7462024940177798,28,10,3,0,D,"Augsburg,Eintracht Frankfurt",3,2.019313012249768,7.466363541781902,6.268801990896463,Bundesliga,2018
3299,Jean-Kevin Augustin,17,443,3,2.9319199323654175,0,0.8325739242136478,13,8,0,0,F S,RasenBallsport Leipzig,3,2.9319199323654175,4.133527662605047,0.369035106152296,Bundesliga,2018
3339,Jérôme Roussillon,28,2475,3,1.7374425567686558,4,3.246265304274857,20,30,4,0,D,Wolfsburg,3,1.7374425567686558,7.653752353042364,5.374839626252651,Bundesliga,2018
4280,Davie Selke,30,1724,3,5.4388907961547375,5,3.680589587427676,45,20,4,0,F M S,Hertha Berlin,3,5.4388907961547375,9.82731251604855,2.2914095241576433,Bundesliga,2018
5224,Bobby Wood,20,1168,3,2.8527941666543484,1,1.666541762650013,18,11,1,0,F M S,Hannover 96,3,2.8527941666543484,5.4668949488550425,1.6150915883481505,Bundesliga,2018
5230,Thomas Delaney,30,2302,3,2.760893269442022,5,2.896420616656542,33,15,7,0,M S,Borussia Dortmund,3,2.760893269442022,14.036993477493525,10.938989913091063,Bundesliga,2018
5254,Marcel Halstenberg,28,2415,3,3.9846097379922862,6,7.99196002073586,23,55,2,0,D M S,RasenBallsport Leipzig,1,2.469136454164982,12.442942660301924,9.987937785685062,Bundesliga,2018
5353,Josip Brekalo,25,1406,3,2.4134638253599405,3,1.3251617960631847,26,21,2,0,F M S,Wolfsburg,3,2.4134638253599405,5.60271386615932,2.7633494678884745,Bundesliga,2018
6096,Sergio Córdova,20,491,3,1.7000373993068931,0,0.1780832996591925,13,4,1,0,F S,Augsburg,3,1.7000373993068931,1.740955799818039,0.6551679968833923,Bundesliga,2018
6352,Valentino Lazaro,31,2743,3,2.1725085116922855,6,6.642009380273521,20,55,6,0,D M,Hertha Berlin,3,2.1725085116922855,12.85730930324644,7.494640043005347,Bundesliga,2018
7043,Eduard Löwen,22,1627,3,2.8477607406675816,2,2.261409817263484,37,16,3,0,F M S,Nuernberg,3,2.8477607406675816,6.567317221313715,3.165156587958336,Bundesliga,2018
7044,Kevin Möhwald,23,852,3,0.8920770874246955,1,0.9029476083815098,20,9,2,0,F M S,Werder Bremen,3,0.8920770874246955,3.1300517776980996,1.7506304671987891,Bundesliga,2018
7051,Gonçalo Paciência,11,382,3,2.941380962729454,1,1.1496420539915562,19,4,1,0,F S,Eintracht Frankfurt,3,2.941380962729454,3.5451753735542297,0.3333848044276237,Bundesliga,2018
7054,Steven Skrzybski,12,673,3,2.9246146455407143,1,1.1222229041159153,17,8,1,0,F M S,Schalke 04,3,2.9246146455407143,5.557726468890905,2.667970046401024,Bundesliga,2018
7065,Florian Neuhaus,32,2080,3,6.014868069440126,8,3.1526976972818375,51,28,5,0,M S,Borussia M.Gladbach,3,6.014868069440126,17.51092297025025,8.793359080329537,Bundesliga,2018
7153,Matheus Pereira,19,1240,3,2.301142572425306,2,1.3407861040905118,29,14,3,1,F M S,Nuernberg,3,2.301142572425306,4.261739377863705,2.102489181794226,Bundesliga,2018
7255,Oliver Fink,18,1069,3,1.0349925979971886,0,0.7491735662333667,12,6,4,0,M S,Fortuna Duesseldorf,3,1.0349925979971886,3.814332526177168,2.4705483205616474,Bundesliga,2018
7376,Ozan Kabak,15,1350,3,1.310434713959694,0,0.0386313004419207,11,2,4,0,D M,VfB Stuttgart,3,1.310434713959694,2.53394328430295,2.0082910005003214,Bundesliga,2018
8,Jérôme Gondorf,25,1285,2,1.5710964454337957,2,3.3303756434470415,23,20,3,0,M S,Freiburg,2,1.5710964454337957,5.012948454357684,1.5805468931794169,Bundesliga,2018
59,Emiliano Insúa,27,2121,2,0.4299271022900939,2,3.106286520138383,8,28,4,1,D S,VfB Stuttgart,2,0.4299271022900939,5.492807898670435,4.1200749119743705,Bundesliga,2018
75,Niklas Süle,31,2649,2,1.0995368091389537,0,0.2951462026685476,20,6,2,0,D S,Bayern Munich,2,1.0995368091389537,16.421249225735664,15.840386539697649,Bundesliga,2018
88,Mark Uth,20,1407,2,4.775467859581113,1,1.6421177284792066,39,13,3,0,F M S,Schalke 04,2,4.775467859581113,6.346375375986099,0.5594970881938934,Bundesliga,2018
96,Salif Sané,30,2612,2,0.9438869217410684,0,0.2146073020994663,19,6,4,0,D S,Schalke 04,2,0.9438869217410684,5.123079295270145,4.994717693887651,Bundesliga,2018
105,Felipe,17,1102,2,1.010716114193201,0,0.0,10,0,4,1,D S,Hannover 96,2,1.010716114193201,0.7214624993503094,0.7018298991024494,Bundesliga,2018
140,Yannick Gerhardt,30,2471,2,3.236173012293875,2,3.707499680109322,35,27,2,0,M S,Wolfsburg,2,3.236173012293875,11.866975370794536,6.154488291591406,Bundesliga,2018
150,Josuha Guilavogui,19,1573,2,1.1815635776147246,1,0.1972079984843731,7,8,5,0,M S,Wolfsburg,2,1.1815635776147246,3.688596714287996,3.558069826103747,Bundesliga,2018
153,Maximilian Arnold,33,2888,2,2.3895712047815323,6,4.566001313738525,54,45,7,0,M,Wolfsburg,2,2.3895712047815323,8.709191601723433,4.825666521675885,Bundesliga,2018
185,Wendell,28,2277,2,2.706447646021843,2,1.7954308381304145,11,16,5,0,D S,Bayer Leverkusen,1,1.1909752748906612,10.999038664624097,8.576396338641644,Bundesliga,2018
187,Christoph Kramer,18,1139,2,0.7837460041046143,1,0.9352792985737324,8,9,6,0,M S,Borussia M.Gladbach,2,0.7837460041046143,4.994358077645302,3.7276463489979506,Bundesliga,2018
188,Kevin Kampl,27,2131,2,1.871386012993753,5,4.733273098245263,34,48,5,0,M S,RasenBallsport Leipzig,2,1.871386012993753,16.18860423564911,11.856285342946649,Bundesliga,2018
209,Josip Drmic,5,217,2,1.399684987962246,0,0.0162467006593942,7,1,0,0,F S,Borussia M.Gladbach,2,1.399684987962246,2.2797859236598015,0.863851010799408,Bundesliga,2018
210,Raffael,13,530,2,2.1462108716368675,1,1.4540355950593948,11,16,0,0,F S,Borussia M.Gladbach,2,2.1462108716368675,4.173216488212347,1.2940680906176567,Bundesliga,2018
212,Nico Elvedi,30,2629,2,2.067353500984609,1,0.8768619745969772,14,3,1,0,D,Borussia M.Gladbach,2,2.067353500984609,12.771419953554869,11.995784122496843,Bundesliga,2018
223,Joshua Kimmich,34,3060,2,2.308069009333849,13,13.69059986062348,25,83,4,0,D M,Bayern Munich,2,2.308069009333849,27.548408430069685,20.070826310664415,Bundesliga,2018
229,Thiago Alcántara,30,2412,2,2.1983313281089067,6,3.88470112439245,23,39,5,0,M S,Bayern Munich,2,2.1983313281089067,26.34337803721428,22.36850802600384,Bundesliga,2018
241,Mathew Leckie,18,941,2,2.374264234676957,0,0.8483365094289184,22,12,3,0,M S,Hertha Berlin,2,2.374264234676957,4.838548228144646,1.733409975655377,Bundesliga,2018
249,Danny da Costa,34,3036,2,3.94845887646079,4,5.811638745479286,21,33,1,0,D F M,Eintracht Frankfurt,2,3.94845887646079,13.933870056644082,6.6535599287599325,Bundesliga,2018
271,Ja-Cheol Koo,26,1632,2,3.5367964562028646,1,0.7404359970241785,26,23,3,0,M S,Augsburg,2,3.5367964562028646,7.03177547454834,2.9549645837396383,Bundesliga,2018
300,Daniel Didavi,20,942,2,1.8324119709432125,2,2.406250908970833,24,28,0,0,F M S,VfB Stuttgart,2,1.8324119709432125,4.635779311880469,2.4631181824952364,Bundesliga,2018
307,Suat Serdar,26,1744,2,3.210373836569488,1,2.29015982337296,30,15,3,2,M S,Schalke 04,2,3.210373836569488,6.218890016898513,2.5528748109936714,Bundesliga,2018
315,Matthias Ginter,27,2379,2,1.6078447792679071,0,0.8888863120228052,22,9,2,0,D,Borussia M.Gladbach,2,1.6078447792679071,7.643554292619228,7.252228993922472,Bundesliga,2018
